sender,receiver,value
ERICA,ALEXANDRE,51101
ELAINE,RODRIGO,4796
FABIO,ANDRE,24968
FERNANDO,LUCIA,56038
BRUNA,ALAN,39550
ANTONIO,REGINA,90872
DEBORA,ROSANA,57458
ALEXANDRE,CRISTIANO,85950
FERNANDO,RITA,40868
ANDREA,ANDRESSA,22435
RENAN,GUSTAVO,18946
MATHEUS,FABIANO,17420
GERALDO,ANTONIA,86057
SAMUEL,JOAO,5026
CARLA,ANDREA,64334
GABRIELA,FABRICIO,89671
ANDERSON,JONAS,82466
PATRICIA,ADRIANA,96082
EDSON,LEANDRO,25908
BENEDITO,JULIANA,46804
LUCIANA,VALDIR,79557
ROSANGELA,ALEX,6713
MARCIA,GABRIELA,73889
CRISTINA,JOAQUIM,11834
JULIANA,VITOR,80798
JAIR,LUZIA,46359
ROSANGELA,LETICIA,31375
CLAUDIA,GUSTAVO,47254
GUILHERME,LUANA,16693
ISABEL,WILSON,44497
CLAUDIA,TATIANE,27105
PAULA,LUZIA,2152
LEANDRO,ROSANA,41392
MARCIO,SEVERINO,70046
HELENA,MONICA,55779
WILSON,LUIS,20191
VIVIANE,MARIANA,90764
MARCIO,JORGE,78921
DIOGO,ELIAS,91725
RAQUEL,MARLENE,70912
ANDRESSA,ANDERSON,19831
JOAQUIM,JOANA,48104
HENRIQUE,LUIZA,98172
LETICIA,CLAUDIO,65787
ALEXANDRE,EDSON,76877
ALEXANDRE,RONALDO,56536
LEANDRO,ALEX,23273
DAIANE,DANILO,67654
RICARDO,ANDRESSA,58157
VANESSA,LUCIA,58518
JAQUELINE,EMERSON,72779
ANGELA,ALICE,28575
ALESSANDRA,VICTOR,73218
ADILSON,LETICIA,91323
LUIS,PRISCILA,60815
ADILSON,ROGERIO,43687
ROBSON,HELENA,34203
BENEDITO,LETICIA,15729
PRISCILA,VANESSA,86458
VANESSA,BIANCA,57601
ELIANE,VITORIA,39533
LUANA,MARCO,82081
LUCIA,ADRIANA,76338
ANDRESSA,SAMUEL,24006
JOAQUIM,GABRIELA,13413
LUCAS,ANGELA,22829
SARA,JOAQUIM,80089
FLAVIO,ELIAS,16600
CLAUDIO,PRISCILA,72553
ADILSON,CAIO,32663
CAROLINE,VICTOR,40227
ELIAS,CICERO,50862
LEANDRO,TATIANE,13512
MARCOS,TEREZINHA,64192
GILSON,ANTONIO,90758
ROBERTO,JANAINA,87182
JAIR,ISABELA,37657
SEBASTIAO,TANIA,31226
BRUNO,ANDRESSA,99662
CAMILA,MAURICIO,78801
LUCIANA,JAIR,3833
GERALDO,NATALIA,37783
ANDREA,LARISSA,76467
ROGERIO,FATIMA,16693
WILSON,ALESSANDRO,10947
MARCIO,FABRICIO,47799
LEONARDO,EVERTON,9162
JULIO,BRUNA,74470
ANDREA,CAMILA,4040
LUAN,RAIMUNDO,32561
MARCO,JESSICA,51346
CICERO,IGOR,68850
JOSE,LUIZ,4224
MARCIO,DAIANE,31654
EVERTON,LUIS,10151
VERA,ELAINE,20733
FABIANO,VANESSA,78252
BRUNO,LUCIANA,69941
AMANDA,ROSA,86149
OSVALDO,CARLOS,50560
JULIO,JEAN,51938
EDUARDO,ALINE,4876
THIAGO,JONAS,14868
BIANCA,ALESSANDRO,45891
DEBORA,GERALDO,84107
FABIANA,CLAUDIO,83586
DOUGLAS,JANAINA,65474
RENAN,LEANDRO,47148
MANOEL,ISABELA,69836
ANA,JAIR,13031
ERICA,GUILHERME,61287
VITOR,EVERTON,18662
BRUNO,GILSON,81914
SILVANA,MARCOS,27255
ROSANGELA,ELIANE,98577
FATIMA,GUSTAVO,46566
GILSON,SARA,42272
FATIMA,EDUARDO,65712
ANA,LUAN,3533
BIANCA,DIOGO,1987
ELIANE,TANIA,1383
JONAS,CAROLINA,99901
CAROLINE,JOSEFA,54165
SUELI,GABRIEL,35731
PATRICIA,BEATRIZ,95732
LUCAS,MARCELO,87499
ELIAS,RAFAEL,4819
DANIELE,CAIO,29992
ANDRESSA,JULIO,42495
THAIS,ANDERSON,46327
PRISCILA,MARCELO,89976
CICERO,LUIZ,90733
ISABEL,CELIA,46170
DAVI,LUCIA,92122
CAROLINE,MANUEL,90228
ELIAS,ALESSANDRA,22044
MATHEUS,CAIO,8967
GILBERTO,VICTOR,64373
LUANA,DANIELA,37069
ISABEL,DENISE,84501
DEBORA,EDNA,11120
NATALIA,EDSON,69815
JESSICA,FLAVIO,44567
ELIANA,CARLA,50479
LUCIA,ROSANGELA,32714
SIMONE,VALDIR,90036
IGOR,FLAVIO,59868
PAULA,JOAO,25519
ROBSON,JONAS,11798
PRISCILA,FERNANDA,91265
JESSICA,ELIANE,13178
JOAQUIM,ISABEL,32594
JANAINA,DOUGLAS,8873
RENATA,EDNA,71422
DENISE,MARIANA,93502
MARIANA,BEATRIZ,6303
NATALIA,FABIANO,29552
CAROLINA,VITORIA,54823
MARLI,GUILHERME,53827
NATALIA,JOSE,29909
RODRIGO,RENAN,41266
PATRICIA,JULIA,53210
CICERO,PATRICIA,74583
CAROLINE,DIOGO,46420
RENATO,VINICIUS,44004
ALICE,GILBERTO,42884
ADILSON,ELIAS,59428
JOAO,TAIS,33907
LUAN,JOSEFA,49952
EVERTON,ALESSANDRA,92421
VITOR,FABIANA,483
MATEUS,ELIANA,15348
LUCIANO,SARA,90816
ROBSON,FABIANO,24149
MAURO,JOSEFA,92191
MONICA,GILBERTO,2803
SOLANGE,WILLIAN,96833
GILBERTO,VINICIUS,56547
VITORIA,JESSICA,23482
SEVERINO,BARBARA,92790
JEFERSON,ALEX,2377
CLAUDIO,RENAN,40040
AMANDA,LEONARDO,72114
SABRINA,GUSTAVO,7278
RITA,ROGERIO,80454
DENISE,VICTOR,45390
DAVID,TIAGO,38981
RAIMUNDO,ANTONIO,16077
IGOR,TAIS,23528
FABRICIO,TIAGO,1915
LEANDRO,GERALDO,77960
RICARDO,DAVID,61699
ANDRESSA,JONAS,50124
JONAS,ERICA,60591
ALESSANDRA,ERICA,80348
SABRINA,ERICA,12017
BRUNA,LUAN,66089
EDSON,BRUNO,60416
IGOR,JULIANA,46149
SIMONE,VALERIA,28095
BEATRIZ,IGOR,48326
PAULO,JAIR,28402
JOSEFA,APARECIDA,88577
LUCAS,ROSA,34373
RAIMUNDA,CAROLINE,26266
MIGUEL,PEDRO,89611
DEBORA,ROSA,64106
SARA,MANUEL,65696
MARCOS,LUANA,89995
DANILO,FRANCISCO,64149
LUCIANA,MARLENE,67841
JAIR,BENEDITO,94435
JAQUELINE,SABRINA,4615
GUILHERME,SAMUEL,47480
JANAINA,LUCAS,53672
CELIA,CAIO,50354
CELIA,JULIANA,65850
JOAO,AMANDA,50509
GILMAR,PATRICIA,64733
SUELI,GILSON,26889
ERICA,EDSON,25692
MANOEL,MATEUS,5720
MARCELO,LUANA,94395
JONAS,VERA,53513
WILSON,EVERTON,39610
DAVI,ALICE,302
ELIANE,RENATA,19416
JULIANA,ELIANA,6769
ANDRE,HENRIQUE,50652
CRISTIANE,DEBORA,88683
VIVIANE,DANIEL,40375
FATIMA,FRANCISCO,27108
ADRIANO,MARCIA,58520
RICARDO,ADRIANA,87440
MAURO,DENISE,33395
GILMAR,MATHEUS,87118
SERGIO,ELIANA,51428
ALAN,RENATA,93324
ALICE,ROBERTO,87104
FLAVIO,VICTOR,70526
TAIS,EDNA,14646
DANIELE,CRISTINA,23565
CELIA,MICHELE,24379
EDSON,MARCELO,70492
CAROLINE,FLAVIA,49752
SUELI,DAVID,52637
THIAGO,ANDRESSA,35231
JEAN,GUILHERME,27238
NATALIA,LUIZA,19387
MIGUEL,GILSON,9069
LUIZ,ANGELA,64675
MAURO,GILBERTO,82704
JONAS,DIOGO,32462
PAULO,MARLENE,58991
ELAINE,ANTONIO,78658
DANILO,LUIZ,1854
JOSEFA,ANTONIA,36555
ANDREIA,ISABEL,31506
ANGELA,TEREZINHA,15868
GILMAR,APARECIDA,6836
CAIO,FELIPE,38621
MARCIO,ALICE,596
SONIA,CARLOS,61392
PRISCILA,CLAUDIO,84954
FABIANO,VINICIUS,96741
BARBARA,MARLI,72111
RENATO,MARIO,56963
CARLA,LUZIA,12774
ANDRESSA,VANESSA,33199
BARBARA,PRISCILA,87640
JESSICA,RENAN,21868
PAULA,OSVALDO,77437
SAMUEL,ROSA,96585
DOUGLAS,ANDREIA,5329
PAULO,ADILSON,86805
LUCIA,NELSON,50495
ANDREIA,FLAVIA,92760
CRISTIANO,CAMILA,97827
REGINA,CELIA,78945
MATHEUS,DANIEL,18478
VANESSA,SANDRA,84228
LUAN,JORGE,52691
DANIEL,FLAVIA,52238
FLAVIA,ALINE,36289
SEBASTIAO,SONIA,40494
JEFERSON,VICTOR,45670
CLAUDIO,EDUARDO,49179
SOLANGE,MANOEL,29429
ALESSANDRA,CAMILA,7276
CRISTIANO,LEONARDO,27221
ROSA,MARIANA,70577
GUSTAVO,EDUARDO,52409
JAQUELINE,BENEDITO,82564
ELIAS,MARINA,42926
ISABEL,SARA,75471
FLAVIO,FLAVIA,60306
DIEGO,BENEDITO,73532
CICERO,ANTONIA,62469
VALERIA,ELIANE,16586
JESSICA,ADRIANA,30769
MARIANA,ROSA,42770
DENISE,ALEXANDRE,37908
DENISE,MIGUEL,13692
ANDRESSA,TATIANE,64192
MARIO,ISABELA,14532
SUELI,JOAO,65179
ADRIANA,VALERIA,523
ROGERIO,GUILHERME,27919
CRISTIANE,LUIZA,32613
ANDREA,JONAS,74691
ALEXANDRE,ANDRE,99212
FATIMA,DAIANE,52487
DOUGLAS,MARIA,39017
FABIANO,NELSON,31767
VALERIA,VALDIR,94082
HENRIQUE,MARCIO,18449
TATIANE,DANIEL,81553
ROBSON,JULIANA,93941
PATRICIA,SIMONE,61924
ISABEL,JOSEFA,74291
JEAN,VITOR,39116
CARLOS,BRUNA,44157
PATRICIA,MARTA,4771
DANIELA,VALDIR,55285
ADRIANA,ISABELA,11644
FRANCISCA,BRUNO,73986
ANA,ERICA,47504
TANIA,DANILO,63484
DAVI,GILMAR,48853
MARCOS,CICERO,63227
OSVALDO,ROGERIO,18715
WILSON,EDNA,32405
LUAN,WESLEY,53801
SAMUEL,RENAN,22097
VALERIA,LUCIANA,21442
CARLOS,DAIANE,54037
BARBARA,BENEDITO,67608
GILSON,GILBERTO,30762
RAFAEL,VALERIA,55302
CAROLINE,VERA,48215
SOLANGE,BIANCA,16375
LUCIA,CLAUDIA,58809
DEBORA,THAIS,34879
RAIMUNDO,MAURICIO,46913
ROSANGELA,ANTONIO,23054
SIMONE,APARECIDA,38378
LARISSA,ELAINE,73269
FABIO,JULIANA,41726
LUANA,PAULA,54146
VIVIANE,VALDIR,16853
BENEDITO,ALEXANDRE,98015
MAURICIO,SONIA,8263
FLAVIA,AMANDA,86389
MANOEL,JORGE,83947
ELIANE,ALESSANDRO,62587
CARLA,WILSON,732
CLAUDIA,ROSANGELA,97002
ROSA,CRISTIANE,25755
LETICIA,VITOR,90725
DANIELA,VALDIR,59172
DANIELE,LUIZ,64995
PAULA,SILVANA,41081
GUSTAVO,ANTONIO,49613
CELIA,MATHEUS,34544
CARLOS,VICTOR,53332
RITA,DANIELE,42684
ANA,SABRINA,19311
FERNANDO,LUCIA,26451
MICHELE,RAQUEL,22210
LETICIA,ANTONIA,26742
ROSANA,LUCIANA,78412
GERALDO,RAIMUNDO,34886
ANGELA,MAURICIO,40205
CARLOS,JONAS,35438
DANIELE,ADILSON,6730
VITORIA,RAFAELA,40487
VIVIANE,LETICIA,79955
ROSANA,BARBARA,90954
DANIELA,WESLEY,35764
PATRICIA,PAULA,35535
APARECIDA,FLAVIO,52875
SUELI,PEDRO,22743
ANGELA,BRUNA,90593
ANTONIA,MARCO,11021
CICERO,JANAINA,84119
THIAGO,TIAGO,20359
SABRINA,ALAN,74389
JOSE,FLAVIO,24752
BARBARA,ADILSON,23993
ANDREA,SAMUEL,64482
LETICIA,FABIANO,70923
BRUNO,FERNANDO,5962
SONIA,JESSICA,76360
FRANCISCA,VALERIA,95117
RENAN,ANA,22379
ERICA,ROSANGELA,25617
MARLI,WILSON,60006
RENATA,RAFAEL,44575
FRANCISCO,MARCO,75382
EVERTON,NATALIA,82489
LUAN,EDSON,98208
LUZIA,BARBARA,26027
MARCO,ANTONIA,4067
LUAN,SEBASTIAO,50009
VITOR,ADRIANA,39508
EMERSON,SEVERINO,50720
MAURICIO,JULIANA,52539
MICHELE,MARIO,86415
FRANCISCA,ADRIANA,28294
LETICIA,JOAO,50868
ROSANGELA,BRUNA,89952
PRISCILA,RAIMUNDO,31033
ANDRESSA,GILMAR,43207
FABRICIO,RENATA,37422
SILVANA,EDNA,78624
BIANCA,WESLEY,53559
ANGELA,RAIMUNDO,38991
VINICIUS,SUELI,10064
RAIMUNDO,ISABEL,30556
THIAGO,LEANDRO,11966
SIMONE,LUANA,33796
ISABEL,GILBERTO,12855
SILVANA,BRUNO,91249
PATRICIA,VINICIUS,76272
WILSON,LUZIA,22600
SILVANA,LUAN,61080
BRUNA,CLAUDIA,10525
MARCIO,FERNANDA,25761
LUIZA,SANDRA,22590
SILVANA,CAROLINA,69271
SOLANGE,DAVI,80709
DENISE,FABIANO,91304
JULIO,FRANCISCA,35382
ALESSANDRO,ISABELA,44122
CELIA,RICARDO,18269
JEFERSON,RODRIGO,22205
EDNA,NATALIA,8952
TEREZA,ADILSON,83473
DAVID,FLAVIO,63330
ANDERSON,CLAUDIA,98671
GILMAR,MATEUS,81731
TAIS,CICERO,72434
MARCOS,JAQUELINE,68380
LARISSA,TIAGO,35460
FRANCISCO,RITA,21638
JONAS,ALEX,80401
ANDRE,CAROLINA,88812
ANTONIA,FATIMA,96944
LEANDRO,ROBERTO,19109
MICHELE,PAULA,18125
FABIANA,CELIA,18942
SILVANA,MARTA,36364
MAURO,EMERSON,31981
MARLENE,ANDRE,1712
CAMILA,TAIS,56285
GUILHERME,WILLIAN,43909
RENATO,VERA,84779
ANDREA,DANILO,59330
ANDREIA,MARINA,10147
VALERIA,SUELI,85513
VINICIUS,LUCIA,22062
BENEDITO,BRUNO,27610
LARISSA,LUCIANO,83855
SONIA,SUELI,58982
EDNA,JOAQUIM,7855
CARLA,GILSON,21270
MAURICIO,MARCIO,99103
LUCAS,GILBERTO,21444
RAIMUNDO,RAQUEL,53471
BRUNA,MATHEUS,55372
ADRIANA,GUSTAVO,198
LARISSA,FRANCISCA,68035
LUAN,BRUNA,88384
DANILO,JONAS,83784
SUELI,ADRIANA,77728
SILVANA,CELIA,42027
JEAN,LUIZ,71099
MATHEUS,MAURICIO,43003
CLAUDIO,SEVERINO,32470
MARTA,WILLIAN,58695
CARLOS,DAIANE,31179
ALEX,EDSON,30959
RITA,BENEDITO,43729
MARCIO,ANDRESSA,31177
LUCAS,LEANDRO,83556
MARLENE,MANOEL,65131
FLAVIO,MATHEUS,76813
CAROLINA,BRUNA,60354
MARCO,JAIR,51724
DEBORA,CRISTIANE,59844
ANTONIO,MARCIO,37307
TATIANE,CARLA,7578
MARCIA,ROGERIO,25795
VIVIANE,GABRIEL,49432
VALDIR,ISABEL,67128
ROBSON,ALEXANDRE,7588
BENEDITO,MARCELO,38936
ALEXANDRE,EDNA,47817
LUIS,HENRIQUE,361
DANILO,VERA,8469
BENEDITO,ROSANGELA,93872
FABIANO,FELIPE,3376
ELIANA,VICTOR,60280
ERICA,ANDRE,81285
DIOGO,RAFAEL,43875
VANESSA,DENISE,52133
DIOGO,HENRIQUE,7932
ELIANE,MARLI,83153
FABIO,DANIEL,4922
GABRIEL,MONICA,50316
EMERSON,RAFAELA,80953
SEBASTIAO,ROGERIO,39069
CICERO,ERICA,97033
THAIS,ROSANA,36400
BRUNO,ELIANE,64925
FELIPE,ADILSON,70671
ANDRESSA,MARINA,86754
ALAN,JOAQUIM,60248
SILVANA,FRANCISCO,66759
SIMONE,DENISE,88462
THAIS,LUCIA,16611
CLAUDIA,SERGIO,18390
CRISTINA,ALESSANDRO,78318
MAURICIO,JEAN,66284
FLAVIA,JEAN,84315
GERALDO,SABRINA,94087
FATIMA,MARIA,71995
GUSTAVO,VIVIANE,59079
LUAN,LUCIA,62708
RAIMUNDO,ANDREIA,69156
VANESSA,WILLIAN,17982
DIOGO,LEONARDO,66779
RONALDO,GILMAR,85446
TIAGO,ELIAS,42426
CLAUDIO,RITA,43958
BRUNO,RAQUEL,72389
ROSA,ADRIANA,46822
ANTONIA,JEFERSON,99915
MATHEUS,JOAQUIM,69941
ELIANE,TEREZA,87309
EMERSON,BENEDITO,47992
THIAGO,SEBASTIAO,57310
GILSON,DEBORA,70587
SILVIA,TEREZA,73178
JEFERSON,BRUNO,67145
TANIA,MARTA,31790
ANA,MAURICIO,72897
GILBERTO,ADRIANA,84233
SEBASTIAO,CAROLINA,88635
LETICIA,MARCELO,58877
ELIANE,ANDRE,90145
TAIS,RAFAELA,17219
MANOEL,OSVALDO,6375
RONALDO,DEBORA,82063
CLAUDIO,DANIELE,79096
ANDREA,TEREZA,66003
SILVANA,FABIANA,48533
ALICE,ANDRESSA,79366
LEANDRO,TIAGO,2604
GABRIELA,JULIA,5213
THIAGO,FLAVIO,32459
CRISTIANE,ANDRESSA,6716
LAURA,SUELI,56492
HENRIQUE,RICARDO,71770
SANDRA,SONIA,14959
ANA,MARCELO,79442
RICARDO,IGOR,2968
MARIA,LUIZA,76449
PRISCILA,LUIZ,58324
ERICA,RONALDO,47519
JULIA,BENEDITO,3198
MANOEL,MARCOS,28723
DANILO,MONICA,59429
MARIA,MARCIO,27812
LEANDRO,ALEX,14119
FERNANDO,DEBORA,715
JEFERSON,GABRIELA,97054
VERA,ANDRE,53435
ELAINE,NATALIA,50927
MARIO,RAQUEL,54667
VITOR,RAQUEL,64973
MARCIA,ROSANA,50573
ROSANGELA,BIANCA,88675
DAIANE,MARIANA,12361
AMANDA,VITORIA,62392
RAFAELA,ELAINE,74128
EVERTON,GABRIEL,89506
TATIANE,DANIEL,80845
ALEXANDRE,MARLENE,92582
VERA,JOSE,12797
ADRIANA,RENATA,25047
MICHELE,FABIANO,22441
EDUARDO,DIOGO,86746
ELIAS,MARCELO,67786
LUAN,GABRIELA,58052
DOUGLAS,REGINALDO,28066
CELIA,BRUNO,4890
CAMILA,MARCELO,55436
VALDIR,CARLA,79827
VALERIA,ROBERTO,19310
ERICA,DANIELA,97482
CARLOS,MAURICIO,50153
ANTONIA,RAIMUNDA,56044
ERICA,ELIANE,62727
CELIA,DAVID,82668
ROGERIO,ROBERTO,45343
ALICE,ALESSANDRA,5079
ERICA,ALESSANDRA,26682
EDSON,CELIA,53421
ANTONIA,MARCO,85299
ERICA,ADRIANO,87400
SABRINA,MONICA,86005
LUCAS,CLAUDIA,71930
REGINALDO,RENATA,81464
LEANDRO,RONALDO,34010
LETICIA,MANOEL,81519
ELIANE,MARCIO,22551
MARINA,REGINA,55811
ROSANGELA,FABRICIO,90812
MARLENE,FABIANO,715
ANTONIO,MARLI,56175
VINICIUS,EDSON,87032
CRISTIANE,SANDRA,54936
LUIZA,SONIA,30656
ANTONIO,AMANDA,52860
MATEUS,RODRIGO,80278
PATRICIA,MANUEL,54329
DANIELE,ALESSANDRA,27219
DAVID,SILVIA,88871
ADRIANA,GILMAR,16410
RAFAELA,ROSA,54819
ANTONIA,JOAQUIM,19678
LUIZ,LUCIA,67549
FRANCISCA,IGOR,33547
THAIS,HENRIQUE,47808
WILSON,MARIANA,69108
FLAVIA,ELIAS,13213
LUCIANA,DANIELA,20001
FELIPE,ERICA,32046
TEREZINHA,JULIO,69313
LUCAS,DIEGO,74665
VITOR,DEBORA,4372
BRUNO,MARIA,5393
DEBORA,AMANDA,70962
MONICA,CLAUDIA,19190
MARCIO,DEBORA,21965
CAMILA,MAURICIO,57157
WILLIAN,LUCIA,75259
JOSEFA,JOANA,92368
WILSON,RAFAELA,94200
RONALDO,VITORIA,39548
ANDRESSA,FERNANDA,1978
FABIANA,IGOR,99438
SILVANA,GABRIELA,44874
ANDRE,ISABELA,3498
PRISCILA,ALINE,92768
CAROLINE,MARIO,29314
SILVANA,MARCIO,19587
MARCELO,JAIR,53861
HENRIQUE,FERNANDO,81860
ALINE,RODRIGO,9479
JESSICA,GUSTAVO,74958
RAFAELA,ANA,22546
LARISSA,RITA,79120
CLAUDIA,FERNANDA,95688
DANIELE,RAIMUNDO,66882
VALDIR,MARLENE,30127
JOAO,GILSON,66611
VITOR,FABIANA,51215
EDNA,JAQUELINE,42921
DAVID,JOSE,16264
TEREZA,LEONARDO,87435
SARA,ALAN,62294
JORGE,ELIANA,67273
SONIA,EDNA,73534
RAFAELA,ISABEL,68702
JOANA,SANDRA,92648
DAVID,EVERTON,14571
HELENA,WESLEY,93379
EDNA,ROSA,86353
VALDIR,JULIANA,85686
CLAUDIA,MANOEL,29946
MARCELO,MARCIA,32507
WESLEY,LAURA,23491
ANDREIA,TEREZA,11797
OSVALDO,LEONARDO,59143
VITOR,ANDREA,64970
PEDRO,MONICA,2184
MARCELO,SIMONE,19194
FABRICIO,REGINA,3249
PATRICIA,LUZIA,37033
LUIS,FERNANDA,10665
LUZIA,DANILO,7590
CARLOS,RENATA,88518
FABIANA,ELIAS,2679
MARCIA,CELIA,82443
MARIO,MAURICIO,86719
WILLIAN,PAULA,34959
MARIANA,MARIA,24415
FLAVIA,ROGERIO,77720
MAURO,LUCIA,85874
MARIO,FATIMA,11903
WESLEY,LUAN,32774
CAROLINA,VIVIANE,92986
CARLOS,OSVALDO,83124
DANILO,LAURA,14022
PATRICIA,ISABELA,70146
MATHEUS,TATIANE,38254
PAULA,LAURA,90135
HELENA,CLAUDIO,5887
VITOR,RICARDO,25087
GILBERTO,EDNA,28018
IGOR,TEREZINHA,73999
MARIO,PAULA,41777
MARCIO,AMANDA,62882
DEBORA,NELSON,13530
THIAGO,SERGIO,40610
DEBORA,DOUGLAS,62234
DENISE,ANTONIA,58209
FRANCISCO,MATEUS,38841
ALESSANDRO,BENEDITO,40534
ADRIANO,SONIA,8793
ALESSANDRA,CAIO,34151
RENAN,TIAGO,89747
DANIEL,ANDRESSA,33791
CICERO,TIAGO,74112
MARLENE,EDUARDO,22423
IGOR,ROSANGELA,57012
VERA,DAVID,63183
ADRIANA,BRUNO,13935
BENEDITO,AMANDA,9798
VITOR,CAROLINA,9405
ELIANA,MIGUEL,1857
LUAN,CRISTIANE,33098
JULIA,MARCO,47555
FABRICIO,MARCIA,60884
THIAGO,JEFERSON,88136
JAQUELINE,CRISTIANE,30899
FLAVIA,APARECIDA,35310
LUIZA,ROSANA,71300
ALICE,FRANCISCO,86514
GERALDO,IGOR,43019
MARLI,GABRIELA,21394
ALINE,SAMUEL,81700
ANTONIA,RENATO,57058
JAIR,RODRIGO,28064
ALAN,DANIELA,5704
RODRIGO,CLAUDIA,5626
VIVIANE,MARLI,32335
MATHEUS,OSVALDO,27113
JANAINA,ROSA,8925
MARLENE,DAIANE,66038
DAIANE,ALAN,63424
ADRIANO,RENATA,28547
SANDRA,JESSICA,95817
NATALIA,JULIANA,87179
MARCIA,VANESSA,95238
SUELI,SILVANA,38917
VITORIA,CLAUDIA,72888
VALERIA,REGINALDO,97395
FABIANO,MATEUS,68064
PEDRO,ALESSANDRA,12311
SILVIA,CELIA,9440
SABRINA,FABIANA,83781
FABRICIO,MATHEUS,29062
BEATRIZ,LETICIA,11662
VERA,MAURO,97080
FELIPE,ROSANGELA,22481
ANDREA,LAURA,28063
TEREZINHA,CRISTINA,51986
CLAUDIO,JULIANA,44056
ERICA,JEFERSON,15273
VITOR,VITORIA,6648
FERNANDO,LEANDRO,16075
ALESSANDRA,DAVID,84134
ERICA,MAURICIO,91931
RAIMUNDO,VALDIR,99742
MATEUS,ANDREA,59323
JOSE,ROSANGELA,75642
JONAS,MARIANA,74745
FABIANO,BIANCA,84339
CAMILA,ALAN,91782
SOLANGE,PRISCILA,54750
ROSANGELA,EDSON,87426
OSVALDO,MANOEL,75847
RENATO,SIMONE,10195
SEVERINO,CLAUDIO,5636
DIOGO,TIAGO,53397
TATIANE,CARLOS,13508
FLAVIO,MONICA,4999
EMERSON,SERGIO,17733
MIGUEL,BENEDITO,96228
RENATO,ANTONIA,8276
JOAO,EDSON,7658
LEANDRO,FLAVIA,69629
JANAINA,CELIA,73329
CAROLINE,MARIANA,71114
FERNANDO,MICHELE,18585
RAIMUNDA,FATIMA,50744
ANDRE,LUCIANA,50430
LUAN,BRUNO,94600
TATIANE,FLAVIO,32563
JULIANA,ELIANA,4557
EVERTON,JOANA,68194
GUSTAVO,JAQUELINE,36890
MARTA,SEVERINO,36619
DAVID,CELIA,8561
PATRICIA,CAROLINE,84682
CRISTINA,CAIO,22076
MAURO,SILVIA,66910
LUCAS,SAMUEL,40070
HELENA,ALAN,68770
TEREZA,ANDRESSA,72526
MARCELO,ANA,98923
FABRICIO,TEREZINHA,68444
CELIA,MANUEL,82536
OSVALDO,SEVERINO,66907
LUZIA,ANGELA,83692
LETICIA,LUIZ,19359
TATIANE,ALESSANDRO,84627
EDUARDO,ROBSON,17420
ANDREA,DIEGO,31002
FLAVIA,DIOGO,79097
MAURICIO,CLAUDIA,80495
VALERIA,ROSA,3372
THAIS,MARIO,11087
ROSANGELA,PAULO,64595
TAIS,LEANDRO,24191
FRANCISCA,ANGELA,348
CLAUDIA,VINICIUS,78780
LARISSA,RONALDO,77591
ROGERIO,SERGIO,71719
SEBASTIAO,FABRICIO,60079
MATEUS,ISABEL,59140
ADRIANO,ADILSON,54840
ROSANA,MANUEL,26365
DAVI,REGINA,12051
CLAUDIO,LARISSA,56818
DANIEL,NELSON,65574
WESLEY,ALEXANDRE,13515
GILMAR,MARCIO,66013
REGINA,MARTA,92411
OSVALDO,ISABEL,50808
ADRIANO,LUIS,7721
SEBASTIAO,LAURA,23567
TEREZINHA,CRISTIANE,98225
GERALDO,ALEX,43638
RAIMUNDA,ANA,73105
VIVIANE,MANOEL,87170
MONICA,MARCELO,13895
TIAGO,MARCIA,8530
JAQUELINE,ANDRE,65386
SERGIO,CLAUDIO,41374
LUCIANA,MANUEL,70744
ISABELA,SEVERINO,94190
HENRIQUE,RAFAEL,55357
VALDIR,ELIANE,55900
JONAS,ANDREA,1999
ANDRE,VIVIANE,38609
DENISE,MARCOS,83150
ADRIANO,MIGUEL,23040
ROBSON,VANESSA,77654
THAIS,ROBERTO,7509
GILMAR,CARLOS,63988
MARCIO,DANIELA,88233
VINICIUS,JORGE,81267
ANDRESSA,GILMAR,74895
MATEUS,RAIMUNDA,74746
FERNANDA,JAIR,2831
JOAQUIM,FABIANA,96524
SILVANA,MARCIO,9040
RAFAEL,JEAN,49053
MATHEUS,FRANCISCA,46735
WESLEY,JONAS,54818
EVERTON,APARECIDA,6223
FELIPE,MARTA,75154
ALICE,GABRIEL,18167
SOLANGE,PRISCILA,76124
AMANDA,RAIMUNDA,518
LUCIANA,SONIA,89466
TEREZA,JOANA,21169
RENATA,GUSTAVO,94817
JANAINA,RAIMUNDA,31003
FRANCISCO,RENATA,34234
DIOGO,FATIMA,11164
ANA,JOANA,58439
CLAUDIO,LEONARDO,92791
DANIELA,EVERTON,48362
PRISCILA,ELIANA,35359
GABRIEL,HENRIQUE,89079
HENRIQUE,ALEXANDRE,66441
DIEGO,FABRICIO,96276
MARIANA,GABRIEL,91331
REGINA,VICTOR,29072
JOANA,SIMONE,96309
BIANCA,MIGUEL,37695
JAIR,RENAN,38572
ANDREA,LUIZ,86848
SOLANGE,SANDRA,40836
FERNANDO,TEREZINHA,13708
PEDRO,FELIPE,4346
LARISSA,SONIA,55303
MICHELE,LUIZA,35078
VALERIA,RODRIGO,43764
SANDRA,RONALDO,59852
LUAN,RAFAEL,6783
LUIZ,RENATA,39562
VALDIR,FABRICIO,85890
CLAUDIO,RAFAEL,24941
ALAN,JULIO,59274
